score,TARGET,score_bin
719.89,0,"(719.884, 725.226]"
699.39,0,"(692.399, 706.339]"
725.86,1,"(725.226, 729.815]"
700.54,0,"(692.399, 706.339]"
746.76,0,"(742.46, 747.821]"
736.48,0,"(733.84, 738.213]"
745.13,0,"(742.46, 747.821]"
742.97,0,"(742.46, 747.821]"
734.23,0,"(733.84, 738.213]"
742.9,0,"(742.46, 747.821]"
738.68,0,"(738.213, 742.46]"
737.94,0,"(733.84, 738.213]"
710.11,0,"(706.339, 714.108]"
738.07,0,"(733.84, 738.213]"
746.9,0,"(742.46, 747.821]"
733.42,0,"(729.815, 733.84]"
714.77,0,"(714.108, 719.884]"
725.29,1,"(725.226, 729.815]"
717.83,0,"(714.108, 719.884]"
743.66,0,"(742.46, 747.821]"
737.73,0,"(733.84, 738.213]"
732.85,0,"(729.815, 733.84]"
736.92,0,"(733.84, 738.213]"
740.66,0,"(738.213, 742.46]"
724.9,0,"(719.884, 725.226]"
717.21,0,"(714.108, 719.884]"
704.07,0,"(692.399, 706.339]"
742.42,0,"(738.213, 742.46]"
700.86,0,"(692.399, 706.339]"
730.95,0,"(729.815, 733.84]"
719.63,1,"(714.108, 719.884]"
731.12,0,"(729.815, 733.84]"
727.24,0,"(725.226, 729.815]"
747.9,0,"(747.821, 763.22]"
727.94,0,"(725.226, 729.815]"
718.13,0,"(714.108, 719.884]"
731.23,1,"(729.815, 733.84]"
739.8,0,"(738.213, 742.46]"
720.09,0,"(719.884, 725.226]"
750.36,0,"(747.821, 763.22]"
725.42,0,"(725.226, 729.815]"
723.42,0,"(719.884, 725.226]"
744.18,0,"(742.46, 747.821]"
749.28,0,"(747.821, 763.22]"
755.51,0,"(747.821, 763.22]"
722.64,0,"(719.884, 725.226]"
698.06,0,"(692.399, 706.339]"
701.09,0,"(692.399, 706.339]"
708.67,0,"(706.339, 714.108]"
751.05,0,"(747.821, 763.22]"
711.36,1,"(706.339, 714.108]"
756.2,0,"(747.821, 763.22]"
706.88,0,"(706.339, 714.108]"
753.06,0,"(747.821, 763.22]"
738.1,0,"(733.84, 738.213]"
744.82,1,"(742.46, 747.821]"
731.11,1,"(729.815, 733.84]"
749.57,0,"(747.821, 763.22]"
719.53,0,"(714.108, 719.884]"
740.13,1,"(738.213, 742.46]"
748.06,0,"(747.821, 763.22]"
739.66,0,"(738.213, 742.46]"
728.15,0,"(725.226, 729.815]"
734.94,0,"(733.84, 738.213]"
728.12,0,"(725.226, 729.815]"
726.97,0,"(725.226, 729.815]"
732.02,0,"(729.815, 733.84]"
712.36,0,"(706.339, 714.108]"
749.18,0,"(747.821, 763.22]"
749.95,0,"(747.821, 763.22]"
718.57,0,"(714.108, 719.884]"
729.57,1,"(725.226, 729.815]"
727.55,0,"(725.226, 729.815]"
745.83,0,"(742.46, 747.821]"
727.26,0,"(725.226, 729.815]"
701.98,1,"(692.399, 706.339]"
732.49,0,"(729.815, 733.84]"
738.35,0,"(738.213, 742.46]"
725.7,0,"(725.226, 729.815]"
751.81,0,"(747.821, 763.22]"
726.53,0,"(725.226, 729.815]"
729.36,0,"(725.226, 729.815]"
745.69,0,"(742.46, 747.821]"
720.33,0,"(719.884, 725.226]"
742.69,0,"(742.46, 747.821]"
724.85,0,"(719.884, 725.226]"
754.19,0,"(747.821, 763.22]"
745.77,0,"(742.46, 747.821]"
741.8,0,"(738.213, 742.46]"
722.39,0,"(719.884, 725.226]"
728.61,0,"(725.226, 729.815]"
713.18,1,"(706.339, 714.108]"
724.9,0,"(719.884, 725.226]"
725.7,0,"(725.226, 729.815]"
732.57,0,"(729.815, 733.84]"
707.22,0,"(706.339, 714.108]"
745.93,0,"(742.46, 747.821]"
731.29,0,"(729.815, 733.84]"
721.16,0,"(719.884, 725.226]"
740.18,0,"(738.213, 742.46]"
699.46,0,"(692.399, 706.339]"
742.46,0,"(738.213, 742.46]"
734.87,0,"(733.84, 738.213]"
715.26,0,"(714.108, 719.884]"
713.95,0,"(706.339, 714.108]"
739.28,0,"(738.213, 742.46]"
706.76,1,"(706.339, 714.108]"
741.44,0,"(738.213, 742.46]"
703.26,0,"(692.399, 706.339]"
709.54,0,"(706.339, 714.108]"
699.6,0,"(692.399, 706.339]"
702.08,0,"(692.399, 706.339]"
754.15,0,"(747.821, 763.22]"
726.72,0,"(725.226, 729.815]"
742.49,0,"(742.46, 747.821]"
737.78,0,"(733.84, 738.213]"
723.01,0,"(719.884, 725.226]"
710.81,0,"(706.339, 714.108]"
748.14,0,"(747.821, 763.22]"
707.42,0,"(706.339, 714.108]"
735.78,0,"(733.84, 738.213]"
716.06,0,"(714.108, 719.884]"
733.82,0,"(729.815, 733.84]"
742.82,0,"(742.46, 747.821]"
750.49,0,"(747.821, 763.22]"
703.06,0,"(692.399, 706.339]"
728.62,0,"(725.226, 729.815]"
733.79,0,"(729.815, 733.84]"
745.47,0,"(742.46, 747.821]"
712.65,0,"(706.339, 714.108]"
743.25,0,"(742.46, 747.821]"
718.85,0,"(714.108, 719.884]"
710.54,0,"(706.339, 714.108]"
721.96,0,"(719.884, 725.226]"
740.22,0,"(738.213, 742.46]"
734.0,0,"(733.84, 738.213]"
718.81,0,"(714.108, 719.884]"
718.99,0,"(714.108, 719.884]"
724.93,0,"(719.884, 725.226]"
728.69,1,"(725.226, 729.815]"
752.73,0,"(747.821, 763.22]"
732.37,0,"(729.815, 733.84]"
733.76,0,"(729.815, 733.84]"
715.86,1,"(714.108, 719.884]"
731.85,0,"(729.815, 733.84]"
758.11,0,"(747.821, 763.22]"
711.27,0,"(706.339, 714.108]"
714.8,0,"(714.108, 719.884]"
715.87,0,"(714.108, 719.884]"
708.09,0,"(706.339, 714.108]"
717.75,0,"(714.108, 719.884]"
717.55,0,"(714.108, 719.884]"
715.63,0,"(714.108, 719.884]"
720.68,0,"(719.884, 725.226]"
699.61,0,"(692.399, 706.339]"
728.96,0,"(725.226, 729.815]"
728.84,0,"(725.226, 729.815]"
717.36,0,"(714.108, 719.884]"
745.57,0,"(742.46, 747.821]"
737.14,0,"(733.84, 738.213]"
718.99,0,"(714.108, 719.884]"
705.35,0,"(692.399, 706.339]"
727.16,0,"(725.226, 729.815]"
732.33,0,"(729.815, 733.84]"
749.81,0,"(747.821, 763.22]"
728.11,0,"(725.226, 729.815]"
740.43,0,"(738.213, 742.46]"
727.77,0,"(725.226, 729.815]"
747.39,1,"(742.46, 747.821]"
739.92,0,"(738.213, 742.46]"
729.65,0,"(725.226, 729.815]"
735.0,0,"(733.84, 738.213]"
747.16,1,"(742.46, 747.821]"
748.33,0,"(747.821, 763.22]"
723.83,0,"(719.884, 725.226]"
746.13,0,"(742.46, 747.821]"
746.1,0,"(742.46, 747.821]"
731.37,0,"(729.815, 733.84]"
720.44,0,"(719.884, 725.226]"
724.24,0,"(719.884, 725.226]"
707.6,1,"(706.339, 714.108]"
736.74,0,"(733.84, 738.213]"
726.78,0,"(725.226, 729.815]"
741.69,0,"(738.213, 742.46]"
741.1,0,"(738.213, 742.46]"
729.98,1,"(729.815, 733.84]"
719.97,0,"(719.884, 725.226]"
746.39,0,"(742.46, 747.821]"
725.07,0,"(719.884, 725.226]"
738.06,0,"(733.84, 738.213]"
718.64,1,"(714.108, 719.884]"
750.7,0,"(747.821, 763.22]"
738.53,0,"(738.213, 742.46]"
719.89,0,"(719.884, 725.226]"
697.81,1,"(692.399, 706.339]"
713.5,0,"(706.339, 714.108]"
733.84,0,"(729.815, 733.84]"
715.66,0,"(714.108, 719.884]"
744.22,1,"(742.46, 747.821]"
746.51,0,"(742.46, 747.821]"
725.87,0,"(725.226, 729.815]"
717.81,0,"(714.108, 719.884]"
721.35,0,"(719.884, 725.226]"
741.74,0,"(738.213, 742.46]"
737.89,0,"(733.84, 738.213]"
744.18,0,"(742.46, 747.821]"
715.0,0,"(714.108, 719.884]"
705.03,0,"(692.399, 706.339]"
735.03,0,"(733.84, 738.213]"
743.5,0,"(742.46, 747.821]"
711.75,0,"(706.339, 714.108]"
736.56,0,"(733.84, 738.213]"
735.71,0,"(733.84, 738.213]"
739.03,0,"(738.213, 742.46]"
724.2,1,"(719.884, 725.226]"
721.35,0,"(719.884, 725.226]"
738.3,0,"(738.213, 742.46]"
703.95,0,"(692.399, 706.339]"
734.52,0,"(733.84, 738.213]"
759.11,0,"(747.821, 763.22]"
733.55,0,"(729.815, 733.84]"
739.78,0,"(738.213, 742.46]"
723.45,0,"(719.884, 725.226]"
710.86,0,"(706.339, 714.108]"
730.24,0,"(729.815, 733.84]"
716.04,0,"(714.108, 719.884]"
721.42,0,"(719.884, 725.226]"
744.05,0,"(742.46, 747.821]"
727.31,0,"(725.226, 729.815]"
699.87,1,"(692.399, 706.339]"
715.01,0,"(714.108, 719.884]"
737.22,1,"(733.84, 738.213]"
734.13,0,"(733.84, 738.213]"
735.43,0,"(733.84, 738.213]"
737.69,0,"(733.84, 738.213]"
709.45,0,"(706.339, 714.108]"
745.39,0,"(742.46, 747.821]"
719.11,0,"(714.108, 719.884]"
716.04,0,"(714.108, 719.884]"
743.61,0,"(742.46, 747.821]"
700.44,0,"(692.399, 706.339]"
724.71,0,"(719.884, 725.226]"
712.97,0,"(706.339, 714.108]"
745.27,0,"(742.46, 747.821]"
725.92,0,"(725.226, 729.815]"
704.24,0,"(692.399, 706.339]"
742.79,0,"(742.46, 747.821]"
756.7,0,"(747.821, 763.22]"
751.4,0,"(747.821, 763.22]"
703.88,1,"(692.399, 706.339]"
754.91,0,"(747.821, 763.22]"
738.34,0,"(738.213, 742.46]"
743.02,0,"(742.46, 747.821]"
724.71,0,"(719.884, 725.226]"
743.48,0,"(742.46, 747.821]"
732.93,0,"(729.815, 733.84]"
716.41,0,"(714.108, 719.884]"
733.84,0,"(729.815, 733.84]"
744.97,0,"(742.46, 747.821]"
704.54,0,"(692.399, 706.339]"
739.28,0,"(738.213, 742.46]"
708.68,1,"(706.339, 714.108]"
713.8,0,"(706.339, 714.108]"
743.76,0,"(742.46, 747.821]"
742.85,0,"(742.46, 747.821]"
710.21,0,"(706.339, 714.108]"
738.05,0,"(733.84, 738.213]"
752.34,0,"(747.821, 763.22]"
733.9,0,"(733.84, 738.213]"
744.16,0,"(742.46, 747.821]"
713.0,0,"(706.339, 714.108]"
745.98,0,"(742.46, 747.821]"
734.65,0,"(733.84, 738.213]"
700.26,1,"(692.399, 706.339]"
755.66,0,"(747.821, 763.22]"
745.46,0,"(742.46, 747.821]"
742.74,0,"(742.46, 747.821]"
710.15,0,"(706.339, 714.108]"
705.49,0,"(692.399, 706.339]"
744.87,0,"(742.46, 747.821]"
727.52,0,"(725.226, 729.815]"
741.3,0,"(738.213, 742.46]"
737.42,0,"(733.84, 738.213]"
721.16,0,"(719.884, 725.226]"
738.38,1,"(738.213, 742.46]"
722.58,0,"(719.884, 725.226]"
748.56,0,"(747.821, 763.22]"
738.61,0,"(738.213, 742.46]"
743.04,0,"(742.46, 747.821]"
739.87,0,"(738.213, 742.46]"
719.64,0,"(714.108, 719.884]"
737.46,0,"(733.84, 738.213]"
712.81,0,"(706.339, 714.108]"
740.51,0,"(738.213, 742.46]"
719.53,0,"(714.108, 719.884]"
755.3,0,"(747.821, 763.22]"
746.38,0,"(742.46, 747.821]"
715.77,0,"(714.108, 719.884]"
742.08,0,"(738.213, 742.46]"
732.0,0,"(729.815, 733.84]"
710.58,0,"(706.339, 714.108]"
730.68,1,"(729.815, 733.84]"
738.01,0,"(733.84, 738.213]"
722.38,0,"(719.884, 725.226]"
758.49,0,"(747.821, 763.22]"
729.56,0,"(725.226, 729.815]"
714.85,0,"(714.108, 719.884]"
733.63,0,"(729.815, 733.84]"
732.43,1,"(729.815, 733.84]"
742.95,0,"(742.46, 747.821]"
706.21,1,"(692.399, 706.339]"
745.51,0,"(742.46, 747.821]"
729.08,0,"(725.226, 729.815]"
734.49,0,"(733.84, 738.213]"
726.6,0,"(725.226, 729.815]"
702.38,1,"(692.399, 706.339]"
731.77,0,"(729.815, 733.84]"
710.35,0,"(706.339, 714.108]"
739.38,1,"(738.213, 742.46]"
723.97,0,"(719.884, 725.226]"
737.38,1,"(733.84, 738.213]"
744.13,0,"(742.46, 747.821]"
730.6,1,"(729.815, 733.84]"
722.98,0,"(719.884, 725.226]"
696.95,0,"(692.399, 706.339]"
729.11,0,"(725.226, 729.815]"
723.61,0,"(719.884, 725.226]"
715.51,0,"(714.108, 719.884]"
720.77,1,"(719.884, 725.226]"
701.8,0,"(692.399, 706.339]"
702.88,1,"(692.399, 706.339]"
742.21,0,"(738.213, 742.46]"
704.09,0,"(692.399, 706.339]"
739.43,0,"(738.213, 742.46]"
709.59,0,"(706.339, 714.108]"
701.68,1,"(692.399, 706.339]"
733.34,0,"(729.815, 733.84]"
730.15,0,"(729.815, 733.84]"
748.5,0,"(747.821, 763.22]"
747.08,0,"(742.46, 747.821]"
710.57,0,"(706.339, 714.108]"
746.31,0,"(742.46, 747.821]"
702.81,0,"(692.399, 706.339]"
760.71,0,"(747.821, 763.22]"
736.59,0,"(733.84, 738.213]"
756.59,0,"(747.821, 763.22]"
759.57,0,"(747.821, 763.22]"
708.23,1,"(706.339, 714.108]"
721.21,1,"(719.884, 725.226]"
708.57,0,"(706.339, 714.108]"
756.34,0,"(747.821, 763.22]"
749.62,0,"(747.821, 763.22]"
729.07,0,"(725.226, 729.815]"
713.73,0,"(706.339, 714.108]"
720.67,0,"(719.884, 725.226]"
725.76,0,"(725.226, 729.815]"
734.33,0,"(733.84, 738.213]"
737.29,0,"(733.84, 738.213]"
741.75,0,"(738.213, 742.46]"
742.04,0,"(738.213, 742.46]"
694.87,1,"(692.399, 706.339]"
742.64,0,"(742.46, 747.821]"
741.9,0,"(738.213, 742.46]"
723.56,0,"(719.884, 725.226]"
726.64,0,"(725.226, 729.815]"
738.9,0,"(738.213, 742.46]"
708.98,0,"(706.339, 714.108]"
703.8,0,"(692.399, 706.339]"
757.14,0,"(747.821, 763.22]"
729.12,0,"(725.226, 729.815]"
739.8,0,"(738.213, 742.46]"
741.37,0,"(738.213, 742.46]"
733.07,0,"(729.815, 733.84]"
746.25,0,"(742.46, 747.821]"
737.68,0,"(733.84, 738.213]"
735.74,0,"(733.84, 738.213]"
718.08,1,"(714.108, 719.884]"
729.45,0,"(725.226, 729.815]"
715.18,0,"(714.108, 719.884]"
724.63,0,"(719.884, 725.226]"
732.13,0,"(729.815, 733.84]"
717.96,0,"(714.108, 719.884]"
749.58,0,"(747.821, 763.22]"
727.57,0,"(725.226, 729.815]"
703.47,0,"(692.399, 706.339]"
735.12,0,"(733.84, 738.213]"
699.08,0,"(692.399, 706.339]"
741.15,0,"(738.213, 742.46]"
738.48,0,"(738.213, 742.46]"
716.35,0,"(714.108, 719.884]"
698.67,0,"(692.399, 706.339]"
740.94,0,"(738.213, 742.46]"
710.29,0,"(706.339, 714.108]"
704.08,0,"(692.399, 706.339]"
727.69,0,"(725.226, 729.815]"
742.09,0,"(738.213, 742.46]"
732.05,0,"(729.815, 733.84]"
742.14,0,"(738.213, 742.46]"
741.23,0,"(738.213, 742.46]"
741.45,0,"(738.213, 742.46]"
719.44,0,"(714.108, 719.884]"
747.83,0,"(747.821, 763.22]"
735.87,0,"(733.84, 738.213]"
710.37,1,"(706.339, 714.108]"
737.14,0,"(733.84, 738.213]"
701.15,0,"(692.399, 706.339]"
731.26,0,"(729.815, 733.84]"
713.37,0,"(706.339, 714.108]"
715.53,0,"(714.108, 719.884]"
743.43,0,"(742.46, 747.821]"
746.16,0,"(742.46, 747.821]"
742.55,0,"(742.46, 747.821]"
695.92,0,"(692.399, 706.339]"
732.0,0,"(729.815, 733.84]"
746.75,0,"(742.46, 747.821]"
707.79,0,"(706.339, 714.108]"
725.74,0,"(725.226, 729.815]"
720.8,0,"(719.884, 725.226]"
729.52,0,"(725.226, 729.815]"
713.69,0,"(706.339, 714.108]"
724.87,0,"(719.884, 725.226]"
727.97,0,"(725.226, 729.815]"
746.98,0,"(742.46, 747.821]"
743.45,0,"(742.46, 747.821]"
742.3,1,"(738.213, 742.46]"
757.01,0,"(747.821, 763.22]"
738.73,0,"(738.213, 742.46]"
739.42,0,"(738.213, 742.46]"
738.7,0,"(738.213, 742.46]"
734.91,0,"(733.84, 738.213]"
742.8,0,"(742.46, 747.821]"
713.11,0,"(706.339, 714.108]"
705.56,1,"(692.399, 706.339]"
722.98,1,"(719.884, 725.226]"
730.77,0,"(729.815, 733.84]"
732.28,0,"(729.815, 733.84]"
706.07,0,"(692.399, 706.339]"
721.04,0,"(719.884, 725.226]"
741.71,0,"(738.213, 742.46]"
739.61,0,"(738.213, 742.46]"
718.57,0,"(714.108, 719.884]"
742.9,0,"(742.46, 747.821]"
741.0,0,"(738.213, 742.46]"
696.81,0,"(692.399, 706.339]"
735.28,0,"(733.84, 738.213]"
730.91,0,"(729.815, 733.84]"
732.45,0,"(729.815, 733.84]"
714.38,0,"(714.108, 719.884]"
740.01,0,"(738.213, 742.46]"
716.98,0,"(714.108, 719.884]"
743.13,0,"(742.46, 747.821]"
717.91,0,"(714.108, 719.884]"
725.74,0,"(725.226, 729.815]"
710.35,0,"(706.339, 714.108]"
741.97,0,"(738.213, 742.46]"
733.95,0,"(733.84, 738.213]"
720.16,0,"(719.884, 725.226]"
720.73,0,"(719.884, 725.226]"
703.13,0,"(692.399, 706.339]"
724.82,0,"(719.884, 725.226]"
705.02,0,"(692.399, 706.339]"
734.46,0,"(733.84, 738.213]"
740.19,0,"(738.213, 742.46]"
732.67,0,"(729.815, 733.84]"
731.92,0,"(729.815, 733.84]"
734.5,0,"(733.84, 738.213]"
738.7,0,"(738.213, 742.46]"
716.83,0,"(714.108, 719.884]"
720.63,0,"(719.884, 725.226]"
710.83,0,"(706.339, 714.108]"
731.86,0,"(729.815, 733.84]"
728.48,0,"(725.226, 729.815]"
706.41,0,"(706.339, 714.108]"
725.02,0,"(719.884, 725.226]"
721.46,1,"(719.884, 725.226]"
729.52,0,"(725.226, 729.815]"
734.3,0,"(733.84, 738.213]"
708.08,0,"(706.339, 714.108]"
698.01,0,"(692.399, 706.339]"
739.73,1,"(738.213, 742.46]"
721.93,0,"(719.884, 725.226]"
727.05,0,"(725.226, 729.815]"
727.71,0,"(725.226, 729.815]"
758.61,0,"(747.821, 763.22]"
753.81,0,"(747.821, 763.22]"
736.7,0,"(733.84, 738.213]"
724.22,0,"(719.884, 725.226]"
737.85,0,"(733.84, 738.213]"
708.0,0,"(706.339, 714.108]"
729.68,0,"(725.226, 729.815]"
716.27,0,"(714.108, 719.884]"
733.14,0,"(729.815, 733.84]"
733.33,0,"(729.815, 733.84]"
729.02,0,"(725.226, 729.815]"
757.2,0,"(747.821, 763.22]"
753.37,0,"(747.821, 763.22]"
729.25,0,"(725.226, 729.815]"
713.91,0,"(706.339, 714.108]"
700.87,1,"(692.399, 706.339]"
725.8,0,"(725.226, 729.815]"
713.82,0,"(706.339, 714.108]"
737.37,0,"(733.84, 738.213]"
743.32,0,"(742.46, 747.821]"
740.29,0,"(738.213, 742.46]"
713.07,0,"(706.339, 714.108]"
720.54,0,"(719.884, 725.226]"
748.79,0,"(747.821, 763.22]"
702.9,1,"(692.399, 706.339]"
703.67,0,"(692.399, 706.339]"
730.74,0,"(729.815, 733.84]"
725.2,0,"(719.884, 725.226]"
738.27,0,"(738.213, 742.46]"
735.55,0,"(733.84, 738.213]"
732.64,0,"(729.815, 733.84]"
745.42,0,"(742.46, 747.821]"
709.57,0,"(706.339, 714.108]"
741.61,0,"(738.213, 742.46]"
745.55,0,"(742.46, 747.821]"
697.93,0,"(692.399, 706.339]"
730.65,0,"(729.815, 733.84]"
713.52,0,"(706.339, 714.108]"
742.73,0,"(742.46, 747.821]"
731.19,1,"(729.815, 733.84]"
725.0,0,"(719.884, 725.226]"
746.63,0,"(742.46, 747.821]"
713.74,1,"(706.339, 714.108]"
737.2,0,"(733.84, 738.213]"
717.41,0,"(714.108, 719.884]"
726.71,0,"(725.226, 729.815]"
711.61,0,"(706.339, 714.108]"
710.83,0,"(706.339, 714.108]"
698.01,1,"(692.399, 706.339]"
701.95,0,"(692.399, 706.339]"
741.9,0,"(738.213, 742.46]"
742.74,0,"(742.46, 747.821]"
760.0,0,"(747.821, 763.22]"
708.79,1,"(706.339, 714.108]"
729.14,0,"(725.226, 729.815]"
730.81,0,"(729.815, 733.84]"
743.56,0,"(742.46, 747.821]"
738.21,0,"(733.84, 738.213]"
731.68,0,"(729.815, 733.84]"
733.55,0,"(729.815, 733.84]"
722.58,0,"(719.884, 725.226]"
730.09,0,"(729.815, 733.84]"
709.94,0,"(706.339, 714.108]"
743.06,0,"(742.46, 747.821]"
717.46,0,"(714.108, 719.884]"
757.21,0,"(747.821, 763.22]"
756.28,0,"(747.821, 763.22]"
709.32,0,"(706.339, 714.108]"
721.47,0,"(719.884, 725.226]"
717.47,0,"(714.108, 719.884]"
748.57,0,"(747.821, 763.22]"
726.24,0,"(725.226, 729.815]"
712.29,0,"(706.339, 714.108]"
706.22,0,"(692.399, 706.339]"
744.6,0,"(742.46, 747.821]"
755.08,0,"(747.821, 763.22]"
737.89,0,"(733.84, 738.213]"
699.67,0,"(692.399, 706.339]"
756.99,0,"(747.821, 763.22]"
697.83,0,"(692.399, 706.339]"
725.75,1,"(725.226, 729.815]"
706.4,1,"(706.339, 714.108]"
745.76,0,"(742.46, 747.821]"
735.15,0,"(733.84, 738.213]"
732.17,0,"(729.815, 733.84]"
710.02,0,"(706.339, 714.108]"
744.91,0,"(742.46, 747.821]"
722.64,0,"(719.884, 725.226]"
730.25,0,"(729.815, 733.84]"
736.66,0,"(733.84, 738.213]"
716.13,0,"(714.108, 719.884]"
733.44,0,"(729.815, 733.84]"
721.02,0,"(719.884, 725.226]"
705.53,0,"(692.399, 706.339]"
722.57,0,"(719.884, 725.226]"
745.9,0,"(742.46, 747.821]"
727.5,1,"(725.226, 729.815]"
716.43,1,"(714.108, 719.884]"
742.64,0,"(742.46, 747.821]"
726.2,0,"(725.226, 729.815]"
723.97,0,"(719.884, 725.226]"
700.56,0,"(692.399, 706.339]"
733.49,0,"(729.815, 733.84]"
714.6,0,"(714.108, 719.884]"
743.53,0,"(742.46, 747.821]"
701.2,0,"(692.399, 706.339]"
699.13,0,"(692.399, 706.339]"
746.0,0,"(742.46, 747.821]"
730.06,0,"(729.815, 733.84]"
732.38,0,"(729.815, 733.84]"
725.56,0,"(725.226, 729.815]"
733.41,0,"(729.815, 733.84]"
728.71,0,"(725.226, 729.815]"
726.81,0,"(725.226, 729.815]"
706.19,0,"(692.399, 706.339]"
741.92,0,"(738.213, 742.46]"
716.39,0,"(714.108, 719.884]"
728.66,0,"(725.226, 729.815]"
720.83,0,"(719.884, 725.226]"
756.26,0,"(747.821, 763.22]"
706.27,0,"(692.399, 706.339]"
712.76,0,"(706.339, 714.108]"
736.79,0,"(733.84, 738.213]"
741.02,0,"(738.213, 742.46]"
749.18,0,"(747.821, 763.22]"
733.91,0,"(733.84, 738.213]"
718.84,0,"(714.108, 719.884]"
740.94,0,"(738.213, 742.46]"
698.73,0,"(692.399, 706.339]"
734.36,1,"(733.84, 738.213]"
749.35,0,"(747.821, 763.22]"
738.85,0,"(738.213, 742.46]"
750.31,0,"(747.821, 763.22]"
715.17,0,"(714.108, 719.884]"
732.06,0,"(729.815, 733.84]"
742.62,0,"(742.46, 747.821]"
740.24,0,"(738.213, 742.46]"
715.74,0,"(714.108, 719.884]"
742.74,0,"(742.46, 747.821]"
722.98,0,"(719.884, 725.226]"
747.35,0,"(742.46, 747.821]"
748.68,0,"(747.821, 763.22]"
737.93,0,"(733.84, 738.213]"
735.39,0,"(733.84, 738.213]"
744.69,0,"(742.46, 747.821]"
737.0,0,"(733.84, 738.213]"
738.63,0,"(738.213, 742.46]"
722.12,0,"(719.884, 725.226]"
742.59,0,"(742.46, 747.821]"
720.75,0,"(719.884, 725.226]"
755.56,0,"(747.821, 763.22]"
701.54,1,"(692.399, 706.339]"
717.43,0,"(714.108, 719.884]"
725.2,0,"(719.884, 725.226]"
743.12,0,"(742.46, 747.821]"
725.93,0,"(725.226, 729.815]"
721.64,0,"(719.884, 725.226]"
728.61,1,"(725.226, 729.815]"
714.09,0,"(706.339, 714.108]"
711.62,0,"(706.339, 714.108]"
753.05,0,"(747.821, 763.22]"
730.87,0,"(729.815, 733.84]"
750.74,0,"(747.821, 763.22]"
719.42,0,"(714.108, 719.884]"
721.8,0,"(719.884, 725.226]"
722.02,0,"(719.884, 725.226]"
740.76,0,"(738.213, 742.46]"
733.86,0,"(733.84, 738.213]"
727.25,0,"(725.226, 729.815]"
728.49,0,"(725.226, 729.815]"
744.57,0,"(742.46, 747.821]"
730.56,0,"(729.815, 733.84]"
732.48,0,"(729.815, 733.84]"
717.59,0,"(714.108, 719.884]"
749.95,0,"(747.821, 763.22]"
733.17,0,"(729.815, 733.84]"
744.05,0,"(742.46, 747.821]"
752.9,0,"(747.821, 763.22]"
716.44,0,"(714.108, 719.884]"
721.01,0,"(719.884, 725.226]"
715.36,0,"(714.108, 719.884]"
720.21,0,"(719.884, 725.226]"
744.57,0,"(742.46, 747.821]"
712.16,0,"(706.339, 714.108]"
734.78,0,"(733.84, 738.213]"
743.02,0,"(742.46, 747.821]"
727.02,0,"(725.226, 729.815]"
748.1,0,"(747.821, 763.22]"
705.96,1,"(692.399, 706.339]"
699.94,1,"(692.399, 706.339]"
713.12,0,"(706.339, 714.108]"
706.63,0,"(706.339, 714.108]"
738.51,0,"(738.213, 742.46]"
729.54,0,"(725.226, 729.815]"
729.0,0,"(725.226, 729.815]"
726.82,0,"(725.226, 729.815]"
749.53,0,"(747.821, 763.22]"
708.41,0,"(706.339, 714.108]"
730.77,0,"(729.815, 733.84]"
742.51,0,"(742.46, 747.821]"
748.68,0,"(747.821, 763.22]"
738.65,0,"(738.213, 742.46]"
748.52,0,"(747.821, 763.22]"
722.28,0,"(719.884, 725.226]"
702.62,0,"(692.399, 706.339]"
734.05,0,"(733.84, 738.213]"
730.83,0,"(729.815, 733.84]"
734.14,0,"(733.84, 738.213]"
712.26,0,"(706.339, 714.108]"
724.97,0,"(719.884, 725.226]"
730.17,0,"(729.815, 733.84]"
719.85,0,"(714.108, 719.884]"
749.1,0,"(747.821, 763.22]"
727.91,0,"(725.226, 729.815]"
734.18,0,"(733.84, 738.213]"
714.42,0,"(714.108, 719.884]"
734.53,1,"(733.84, 738.213]"
712.41,1,"(706.339, 714.108]"
738.33,0,"(738.213, 742.46]"
747.2,0,"(742.46, 747.821]"
728.76,0,"(725.226, 729.815]"
707.78,1,"(706.339, 714.108]"
728.97,0,"(725.226, 729.815]"
742.9,0,"(742.46, 747.821]"
733.98,0,"(733.84, 738.213]"
725.0,0,"(719.884, 725.226]"
742.44,0,"(738.213, 742.46]"
698.51,0,"(692.399, 706.339]"
715.77,0,"(714.108, 719.884]"
731.95,0,"(729.815, 733.84]"
745.23,0,"(742.46, 747.821]"
705.27,0,"(692.399, 706.339]"
703.65,0,"(692.399, 706.339]"
736.92,0,"(733.84, 738.213]"
718.12,0,"(714.108, 719.884]"
736.53,0,"(733.84, 738.213]"
706.5,1,"(706.339, 714.108]"
746.11,0,"(742.46, 747.821]"
734.21,0,"(733.84, 738.213]"
749.38,0,"(747.821, 763.22]"
732.46,0,"(729.815, 733.84]"
696.97,1,"(692.399, 706.339]"
727.45,0,"(725.226, 729.815]"
726.71,0,"(725.226, 729.815]"
706.61,0,"(706.339, 714.108]"
709.68,0,"(706.339, 714.108]"
743.71,0,"(742.46, 747.821]"
704.63,0,"(692.399, 706.339]"
738.05,0,"(733.84, 738.213]"
699.95,1,"(692.399, 706.339]"
759.23,0,"(747.821, 763.22]"
745.32,0,"(742.46, 747.821]"
729.37,0,"(725.226, 729.815]"
