bin_label,count,bad,good,bad_rate,bad_pct,good_pct,woe,iv,feature,is_cat
"(0.0535, 0.106]",61502,5006,56496,0.08139572696822868,0.2016676401280941,0.19985567050425118,-0.0090255378761289,1.6354000470389298e-05,PREV_DOWN_PAY_RATIO,False
"(0.106, 0.221]",61502,4388,57114,0.0713472732594062,0.1767738816942257,0.20204183786632895,0.13360338278849063,0.0033758844207443157,PREV_DOWN_PAY_RATIO,False
"(0.221, inf]",30751,1850,28901,0.060160645182270496,0.07454029123280498,0.10223869905354518,0.31597046500021947,0.008751878798885,PREV_DOWN_PAY_RATIO,False
"(-inf, -4724.0]",30757,1829,28928,0.05946613778977143,0.07369438682000362,0.10233421121984955,0.3283174038339451,0.009402952793217489,DAYS_ID_PUBLISH,False
"(-4724.0, -4430.0]",30841,1902,28939,0.061671152037871664,0.07663491168355119,0.10237312358389948,0.28957147413393614,0.007453051961555473,DAYS_ID_PUBLISH,False
"(-4430.0, -4172.0]",30744,2008,28736,0.0653135571168358,0.0809047149100723,0.10165501359279626,0.22831275788713767,0.004737557919234548,DAYS_ID_PUBLISH,False
"(-4172.0, -3881.0]",30670,2355,28315,0.07678513205086404,0.09488227830255182,0.10016573129597628,0.05418917969544195,0.00028630598367309886,DAYS_ID_PUBLISH,False
"(-3881.0, -3254.0]",30790,2396,28394,0.07781747320558623,0.09653380596564017,0.10044519281960759,0.03971896578151918,0.00015535624061101619,DAYS_ID_PUBLISH,False
"(-3254.0, -2654.0]",30761,2571,28190,0.08357985761191118,0.10358300940565145,0.09972354534086346,-0.037971503519373506,0.00014654965331899265,DAYS_ID_PUBLISH,False
"(-2654.0, -2044.0]",30712,2754,27958,0.08967178952852305,0.11095446214577753,0.09890284820817408,-0.11498182911416358,0.0013857166143233927,DAYS_ID_PUBLISH,False
"(-2044.0, -1378.0]",30735,2864,27871,0.09318366682934764,0.11538539002235605,0.09859508678341555,-0.1572563125490737,0.0026403811739365516,DAYS_ID_PUBLISH,False
"(-1378.0, -730.0]",30766,3021,27745,0.09819281024507573,0.12170953253710902,0.09814936334066184,-0.21514689098026,0.005068897153584502,DAYS_ID_PUBLISH,False
"(-730.0, inf]",30735,3125,27610,0.10167561412070929,0.12589877343860142,0.09767180250913998,-0.2538652942723408,0.007165848281424538,DAYS_ID_PUBLISH,False
"(-inf, 6.833]",92284,8070,84214,0.08744744484417667,0.325089122072063,0.29790775293478816,-0.08731548182442042,0.002373354342868581,INST_DBD_MEAN,False
"(6.833, 9.724]",61477,5251,56226,0.08541405728971811,0.21153652494410988,0.19890054884120748,-0.061592733108751026,0.0007782843036746235,INST_DBD_MEAN,False
"(9.724, 11.36]",30759,2522,28237,0.08199226242725706,0.1016092324424483,0.09988980725998589,-0.01706675049286553,2.9345000580235622e-05,INST_DBD_MEAN,False
"(11.36, 13.438]",30752,2409,28343,0.07833636836628512,0.09705746107832672,0.10026478094992156,0.03251131085024126,0.00010427417334157567,INST_DBD_MEAN,False
"(13.438, 16.389]",30746,2221,28525,0.07223703896441813,0.08948460252562888,0.10090860370056583,0.12014862164311714,0.0013725779948180244,INST_DBD_MEAN,False
"(16.389, inf]",61493,4352,57141,0.07077228302408405,0.1753237598437091,0.20213735003263333,0.14231309606906578,0.0038159250365129346,INST_DBD_MEAN,False
"(-inf, 1.502]",153756,15476,138280,0.10065298264783162,0.6234114116533404,0.4891655597278257,-0.2425056725488961,0.03255538060809644,EMPLOYED_EXT2_CROSS,False
"(1.502, 2.237]",30751,2704,28047,0.0879320997691132,0.10894040402006001,0.0992176846082144,-0.09348470993372207,0.0009089256039833565,EMPLOYED_EXT2_CROSS,False
"(2.237, 3.253]",30751,2211,28540,0.07190010080972976,0.08908179090048539,0.10096166601517936,0.12518595379882339,0.0014871934972438717,EMPLOYED_EXT2_CROSS,False
"(3.253, 4.767]",30751,1830,28921,0.05951025982894865,0.07373466798251797,0.10230944880636324,0.3275289505459092,0.00935906797531341,EMPLOYED_EXT2_CROSS,False
"(4.767, 7.467]",30751,1473,29278,0.04790088127215375,0.059354292964894965,0.10357233189416544,0.5567457760356654,0.024618206398451956,EMPLOYED_EXT2_CROSS,False
"(7.467, inf]",30751,1131,29620,0.03677929173035023,0.04557813538498721,0.10478215266735412,0.8324553440505217,0.04928470057596578,EMPLOYED_EXT2_CROSS,False
"(-inf, 0.169]",215258,20530,194728,0.0953739233849613,0.8269924070008661,0.6888496620814931,-0.18277246366818278,0.025248689826799134,EXT_SOURCE_1_2,False
"(0.169, 0.277]",30751,2143,28608,0.0696887906084355,0.08634267184950958,0.10120221517476073,0.15879671036975188,0.0023596465976466864,EXT_SOURCE_1_2,False
"(0.277, 0.404]",30751,1404,29347,0.04565705180319339,0.05657489275140481,0.10381641854138772,0.6070588371670186,0.028678385712062746,EXT_SOURCE_1_2,False
"(0.404, inf]",30751,748,30003,0.024324412214236934,0.030150450141991098,0.1061370104338198,1.2585309576048895,0.09563143848917686,EXT_SOURCE_1_2,False
